POSTAL_CODE,CODE,YEAR,CITY,TITLE
DE-HH,XEMW,2020-1,HAMBURG,HAMBURG
DE-HH,XEMW,2023-2,HAMBURG,HAMBURG - MUSEUMSSCHIFF RICKMER RICKMERS
DE-HH,XEMW,2023-3,HAMBURG,HAMBURG
DE-HH,XENG,2017-1,HAMBURG,HANSESTADT HAMBURG - LANDUNGBRÜCKENLIMITED EDITION 2017
DE-HH,XENG,2018-2,HAMBURG,HAMBURGTOR ZUR WELT
DE-HH,XEWH,2023-1,HAMBOURG,ELBPHILHARMONIE HAMBURG
DE-HH,XEWH,2024-1,HAMBOURG,ELBPHILHARMONIE HAMBURG
DE-HH,XEWH,2025-2,HAMBOURG,ELBPHILHARMONIE HAMBURG
DE-HE,XEAS,2018-1,HEUSENSTAMN,HEUSENSTAMM - SCHLOSS SCHÖNBORN
DE-HE,XEBD,2019-1,WIESBADEN,WIESBADENKURHAUS
DE-HE,XECG,2021-1,FULDA,FULDAER DOM
DE-HE,XECG,2022-2,FULDA,REGION FULDA - MITTENDRIN!
DE-HE,XEDN,2018-1,FRANKFURT AM MAIN,JOHANN WOLFGANG VON GOETHE
DE-HE,XEEU,2019-1,FULDA,DEUTSCHES FEUERWEHRMUSEUM - FULDA
DE-HE,XEEU,2021-2,FULDA,DEUTSCHES FEUERWEHRMUSEUM - FULDA
DE-HE,XEHF,2021-3,RUDESHEIM,RÜDESHEIM AM RHEIN
DE-HE,XEJF,2017-2,KASSEL,300 JAHRE HERKULES1717-2017
DE-HE,XEJF,2020-3,KASSEL,WASSERSPIELE IM BERGPARK WILHELMSHÖHEKASSEL
DE-HE,XEJF,2024-4,KASSEL,WASSERSPIELE IM BERGPARK WILHELMSHÖHEKASSEL
DE-HE,XEJF,2025-5,KASSEL,HESSEN KASSEL HERITAGE - LÖWENBURG
DE-HE,XEKE,2019-1,KASSEL,GRIMMWELT KASSEL
DE-HE,XEKE,2022-2,KASSEL,GRIMMWELT KASSEL
DE-HE,XELE,2024-3,KASSEL,KASSEL INDUSTRIEKULTUR
DE-HE,XENH,2020-1,BAUNATAL,BAUNATAL
DE-HE,XENW,2017-1,RUDESHEIM,RÜDESHEIM AM RHEIN
DE-HE,XEPS,2018-1,FRANKFURT,FRANKFURT - RÖMERBERG
DE-HE,XEPS,2021-2,FRANKFURT,FRANKFURT - RÖMERBERG
DE-HE,XEPS,2022-3,FRANKFURT,FLUGHAFEN FRANKFURT - FRA
DE-HE,XEPS,2023-2,FRANKFURT,FRANKFURT - RÖMERBERG
DE-HE,XEPS,2024-2,FRANKFURT,FRANKFURT - RÖMERBERG
DE-HE,XERN,2021-2,WETZLAR,WETZLAR - GOETHE- UND OPTIKSTADT
DE-HE,XERN,2022-3,WETZLAR,GOETHE IN WETZLAR
DE-HE,XESJ,2021-1,LIMBURG AN DER LAHN,"LIMBURG AN DER LAHN"
DE-HE,XESY,2021-1,LORSCH,KLOSTER LORSCH
DE-HE,XETM,2021-1,WERLESHAUSEN,ZWEIBURGENBLICK IM WERRATAL
DE-HE,XETX,2024-1,FRANCFORT,ZOO FRANKFURTTIERE ERLEBEN - NATUR BEWAHREN
DE-HE,XEUB,2021-1,OFFENBACH AM MAIN,OFFENBACH AM RHEIN
DE-HE,XEUJ,2022-1,ALSFELD,800 JAHRE STADTRECHTE ALSFELDJUBILÄUMSJAHR 2022
DE-MV,XEAP,2024-1,WOLGAST,WOLGAST
DE-MV,XEBP,2024-1,KÜHLUNGSBORN,OSTSEEBAD KÜHLUNGSBORN
DE-MV,XECN,2024-1,BAD DOBERAN - HEILIGENDAMM,BAD DOBERAN - HEILIGENDAMM
DE-MV,XEDP,2024-1,GÜSTROW,BARLACHSTADT GÜSTROW
DE-MV,XEEN,2019-1,RÜGEN,INSEL RÜGEN
DE-MV,XEEY,2024-1,HERINGSDORF,KAISERBÄDER
DE-MV,XEHY,2024-1,WISMAR,ST. NIKOLAIKIRCHE - WISMAR
DE-MV,XEJH,2019-1,ROSTOCK,800 JAHRE HANSESTADT  600 JAHRE UNIVERSITÄT
DE-MV,XEJH,2024-2,WARNEMÜNDE,WARNEMÜNDE
DE-MV,XEJH,2024-3,ROSTOCK,HANSESTADT ROSTOCK
DE-MV,XEJZ,2023-4,RÖVERSHAGEN,KARLS ERLEBNIS-DORF
DE-MV,XEJZ,2024-6,RÖVERSHAGEN,KARLS ERLEBNIS-DORF
DE-MV,XEJZ,2024-7,RÖVERSHAGEN,KARLS ERLEBNIS-DORF
DE-MV,XENK,2024-1,RÜGEN,INSEL RÜGEN - STUBBENKAMMER
DE-MV,XENX,2025-1,BOLTENHAGEN,OSTSEEBAD BOLTENHAGENMein Ankerplatz
DE-MV,XEPN,2025-1,SELLIN,SEEBRÜCKE OSTSEEBAD SELLIN
DE-MV,XEQR,2021-1,RIBNITZ-DAMGARTEN,DEUTSCHES BERNSTEINMUSEUM KLOSTER RIBNITZ
DE-MV,XEQR,2024-2,RIBNITZ-DAMGARTEN,700 JAHRE KLOSTER RIBNITZ1324-2024
DE-MV,XEQS,2022-1,WISMAR,HANSESTADT WISMAR - WELTERBE & MEER
DE-MV,XESC,2023-2,SCHWERIN,SCHWERIN
DE-MV,XESK,2023-1,ROSTOCK,ZOO ROSTOCK - POLARIUMARTIC AMBASSADOR CENTER
DE-MV,XEUQ,2022-1,ZINGST,OSTSEEHEILBAD ZINGST
DE-MV,XEVE,2022-1,STERNBERG,775 JAHRE STERNBERG MECKL. - 1248 - 2023
DE-MV,XEVR,2022-1,PUTGARTEN,KAP ARKONA - NORDKAP DEUTSCHLANDS
DE-MV,XEVR,2023-2,VITT,KAP ARKONA - NORDKAP DEUTSCHLANDS
DE-MV,XEVR,2024-1,KAP ARKONA,KAP ARKONA - NORDKAP DEUTSCHLANDS
DE-MV,XEWP,2022-1,HAGENOW,STADT HAGENOW
DE-MV,XEXR,2023-1,BANSIN,BANSIN INSEL USEDOM
DE-MV,XEYD,2023-1,PEENEMÜNDE,PEENEMÜNDEHISTORISCH-TECHNISCHES MUSEUM
DE-MV,XEYS,2024-1,WAREN,MÜRITZ PLUS
DE-MV,XEZD,2024-1,REUTERSTADT - STAVENHAGEN,REUTERSTADT - STAVENHAGEN
DE-MV,XEZW,2024-1,SASSNITZ,SASSNITZHAFENSTADT ZWISCHEN OSTSEESTRAND UND KREIDEKÜSTE
DE-NW,XEAA,2018-1,METTMANN,NEANDERTHAL MUSEUM
DE-NW,XEAA,2018-2,METTMANN,NEANDERTHAL MUSEUM
DE-NW,XEAF,2018-2,BIELEFELD,BIELEFELDALTES RATHAUS
DE-NW,XEAF,2019-3,BIELEFELD,BIELEFELDLEINEWEBER
DE-NW,XEAF,2022-4,BIELEFELD,KUNSTHALLE-BIELEFELD
DE-NW,XEAF,2023-5,BIELEFELD,LENKWERK - BIELEFELD
DE-NW,XEAQ,2019-2,BOTTROP,MOVIE PARK GERMANY
DE-NW,XEAQ,2020-1,BOTTROP,MOVIE PARK GERMANY
DE-NW,XEAQ,2021-4,BOTTROP,MOVIE PARK GERMANY
DE-NW,XEAQ,2023-6,BOTTROP,MOVIE PARK GERMANY
DE-NW,XEBF,2018-1,ISERLOHN,150 JAHRE ENTDECKUNG DECHENHÖHLE
DE-NW,XEBF,2023-2,ISERLOHN,DECHENHÖHLEDAS UNTERIRDISCHE ZAUBERREICH
DE-NW,XEBS,2018-1,GÜTERSLOH,BOTANISCHER GARTEN GÜTERSLOH
DE-NW,XEBY,2018-1,OBERHAUSEN,GASOMETER OBERHAUSEN
DE-NW,XEBY,2018-2,OBERHAUSEN,SCHLOSS OBERHAUSENMIT LUDWIGGALERIE UND REHBERGER BRÜCKE
DE-NW,XEBY,2019-3,OBERHAUSEN,STERKRADER FRONLEICHNAMSKIRMES
DE-NW,XEBY,2021-4,OBERHAUSEN,GASOMETER OBERHAUSEN
DE-NW,XEBZ,2020-2,BOCHUM,700 BOCHUM1321 - 2021
DE-NW,XEBZ,2022-3,BOCHUM,"DER ""FLIEGENDE WEIHNACHTSMANN"" BOCHUM"
DE-NW,XEBZ,2024-4,BOCHUM,BOCHUM - BERMUDA3ECK
DE-NW,XECB,2018-1,MÜNSTER,50 JAHRE MONDLANDUNG I
DE-NW,XECB,2018-2,MÜNSTER,50 JAHRE MONDLANDUNG II
DE-NW,XECB,2018-3,MÜNSTER,50 JAHRE MONDLANDUNG III
DE-NW,XECP,2018-1,SPROCKHÖVEL,ZWIEBELTURMKIRCHE SPROCKHÖVEL
DE-NW,XECQ,2018-1,DORTMUND,ZOO DORTMUND
DE-NW,XECV,2018-1,OBERHAUSEN,SEA LIFE OBERHAUSENDETUSCHLAND GRÖßTE HAIAUFZUCHT
DE-NW,XECV,2020-2,OBERHAUSEN,SEA LIFE OBERHAUSENDETUSCHLAND GRÖßTE HAIAUFZUCHT
DE-NW,XECV,2022-3,OBERHAUSEN,SEA LIFE CENTER OBERHAUSEN
DE-NW,XECV,2022-4,OBERHAUSEN,SEA LIFE OBERHAUSEN
DE-NW,XECV,2023-5,OBERHAUSEN,SEA LIFE OBERHAUSEN
DE-NW,XECV,2025-6,OBERHAUSEN,SEA LIFE OBERHAUSEN
DE-NW,XEDB,2019-1,WALTROP,SCHIFFSHEBEWERK HENRICHENBURG
DE-NW,XEDD,2019-1,ODENTHAL,ALTENBERGER DOM
DE-NW,XEDE,2019-1,KREFELD,ZOO KREFELDSEIT 1938
DE-NW,XEDG,2018-1,BONN,WILLY BRANDT
DE-NW,XEDK,2018-1,BONN,KONRAD ADENAUER
DE-NW,XEDX,2018-1,GLADBECK,GLADBECK - WASSERSCHLOSS WITTRINGEN
DE-NW,XEEH,2019-1,KÖNIGSWINTER,SEA LIFE KÖNIGSWINTERDEUTSCHLANDS EINZIGER 360° ACRYGLASTUNNEL
DE-NW,XEFV,2022-9,DUISBURG,ZOO DUISBURG
DE-NW,XEFV,2023-10,DUISBURG,ZOO DUISBURG
DE-NW,XEFV,2024-11,DUISBURG,ZOO DUISBURG
DE-NW,XEGF,2019-1,ISERLOHN,DANZTURM ISERLOHN
DE-NW,XEGH,2019-1,HATTINGEN,HATTINGENRUHRZOLLHÄUSCHEN AM STADTGRABEN
DE-NW,XEGH,2020-2,HATTINGEN,HANSESTADT HATTINGENRUHRALTES RATHAUS VON 1576
DE-NW,XEGT,2019-1,VELBERT,VELBERT - SCHLOSS HARDENBERG
DE-NW,XEGT,2021-2,VELBERT,VELBERT - MARIENDOM
DE-NW,XEGY,2019-1,WUPPERTAL,BOTANISCHER GARTEN WUPPERTAL25 JAHRE FÖRDERVEREIN
DE-NW,XEHE,2019-1,BONN,WILLY BRANDT - 50 JAHRE KANZLER
DE-NW,XEHH,2024-8,KÖLN,Kölner DomPETERSGLOCKE
DE-NW,XEHH,2024-9,KÖLN,Kölner Dom
DE-NW,XEHH,2025-10,KÖLN,Kölner Dom
DE-NW,XEHH,2025-8,KÖLN,"Kölner DomPETERSGLOCKE ""Dicker Pitter"""
DE-NW,XEHP,2019-1,BORNHEIM,RHEINBACH CLASSICS - 2019
DE-NW,XEHV,2019-1,WERNE,WERNE AN DER LIPPEHISTORISCHER STADTKERN IN NRW
DE-NW,XEJE,2023-6,KÖLN,KÖLN - DIE STADT AM RHEIN
DE-NW,XEJE,2025-7,KÖLN,KÖLN - DIE STADT AM RHEINN° 4711 Edition 25 Colonia Claudia Ara Agrippinensium
DE-NW,XEJG,2017-5,SOLINGEN,SCHLOSS BURG
DE-NW,XEJG,2017-6,SOLINGEN,130 JAHRE SCHLOSSBAUVEREIN(GEGR. 1887)
DE-NW,XEJG,2018-8,SOLINGEN,SCHLOSS BURGDER BAU DER BURG 1133
DE-NW,XEJG,2018-9,SOLINGEN,SCHLOSS BURGSEILBAHN
DE-NW,XEJG,2019-10,SOLINGEN,SCHLOSS BURG - FELIX
DE-NW,XEJG,2020-12,SOLINGEN,SCHLOSS BURGERZENGEL MICHAEL - SCHUTZPATRON DEUTSCHLANDS
DE-NW,XEJG,2021-13,SOLINGEN,SCHLOSS BURG - ANGRIFF DER SCHWEDEN (1632)
DE-NW,XEJG,2021-14,SOLINGEN,SCHLOSS BURG - AUFBRUCH ZUM KREUZZUG 1217
DE-NW,XEJG,2022-15,SOLINGEN,SCHLOSS BURG - GRAF ADOLF II VON BERG
DE-NW,XEJG,2022-16,SOLINGEN,SCHLOSS BURG - FROHE WEIHNACHTEN
DE-NW,XEJG,2023-17,SOLINGEN,SCHLOSS BURGREMAKE 2017-1
DE-NW,XEJG,2024-18,SOLINGEN,SCHLOSS BURG - DIE JAHRHUNDERTSANIERUNG2021-2025
DE-NW,XEJJ,2019-1,BOCHUM,WATTENSCHEID
DE-NW,XEJL,2019-2,DUISBURG,LANDSCHAFTSPARK DUISBURG-NORD
DE-NW,XEJL,2021-1,DUISBURG,TIGER & TURTLE - MAGIC MOUNTAINDUISBURG
DE-NW,XEJM,2019-1,DORTMUND,STADT DORTMUND 2019
DE-NW,XEJP,2020-4,MÜNSTER,ALLWETTERZOO MÜNSTER
DE-NW,XEJP,2023-5,MÜNSTER,ALLWETTERZOO MÜNSTER
DE-NW,XEJP,2025-6,MÜNSTER,ALLWETTERZOO MÜNSTER
DE-NW,XEJP,2025-7,MÜNSTER,ALLWETTERZOO MÜNSTER
DE-NW,XEJT,2019-1,WUPPERTAL,BARMER THEOLOGISCHE ERKLÄRUNG 1934
DE-NW,XEKH,2024-2,AACHEN,WELTERBE AACHENER DOM
DE-NW,XEKL,2019-1,BONN,BEETHOVEN 250. GEBURTSTAG - BONN
DE-NW,XEKL,2020-1,BONN,BONN GEBURTSSTADT LUDWIG VAN BEETHOVEN
DE-NW,XEKL,2023-2,KÖLN-BONN,FLUGHAFEN KÖLN-BONN - CGN
DE-NW,XEKN,2019-1,TROISDORF,TROISDORF - BURG WISSEM
DE-NW,XEKY,2017-2,DUSSELDORF,DÜSSELDORF GEHRY-BAUTEN
DE-NW,XEKY,2018-3,DUSSELDORF,DÜSSELDORF JAPAN-TAG
DE-NW,XEKY,2019-5,DUSSELDORF,DÜSSELDORF ANNO 1647
DE-NW,XEKY,2021-6,DUSSELDORF,FLUGHAFFEN DÜSSELDORF - DUS
DE-NW,XEKY,2024-7,DUSSELDORF,DÜSSELDORF MONUMENTE
DE-NW,XELF,2019-1,SPROCKHÖVEL,FEUERWEHR SPROCKHÖVELLÖSCHZUG HASSLINGHAUSSEN
DE-NW,XELN,2023-5,OBERHAUSEN,ATZE SCHRÖDER
DE-NW,XELN,2023-6,OBERHAUSEN,HERBERT GRÖNEMEYERDEDICATED TO AKTION LICHTBLICKE E.V.
DE-NW,XELN,2024-7,OBERHAUSEN,NICO SANTOSDEDICATED TO AKTION LICHTBLICKE E.V.
DE-NW,XELP,2024-1,JÜLICH,HERZOGSTADT JÜLICH
DE-NW,XELY,2017-1B,DULMEN,GOTTES GNADE GIBT ES UMSONST
DE-NW,XELY,2018-1,DULMEN,GOTTES GNADE GIBT ES UMSONST
DE-NW,XELY,2019-1,DULMEN,GOTTES GNADE GIBT ES UMSONST
DE-NW,XEMA,2022-3,SOLINGEN,MÜNGSTENER BRÜCKE
DE-NW,XEMB,2024-7,KÖLN,KÖLNER ZOO
DE-NW,XEMB,2025-8,KÖLN,KÖLNER ZOO
DE-NW,XEMH,2020-1,DÜLMEN,ADOLPH KOLPING 1813-1865
DE-NW,XEMH,2020-2,DÜLMEN,DIETRICH BONHOEFFER 1906 - 1945
DE-NW,XEMR,2018-2,ALTENA,BURG ALTENA
DE-NW,XEMX,2024-1,GELSENKIRCHEN,Die Jecken vom PüttDie Tollitäten der Stadt Gelsenkirche 20242025
DE-NW,XENF,2024-2,DÜSSELDORF,AQUAZOO LÖBBECKE MUSEUM
DE-NW,XENJ,2020-1,COLOGNE,POPE JOHN PAUL II 100th BIRTHDAY
DE-NW,XENP,2017-1,BALVE,LUISENHÜTTE BALVE-WOCKLUM
DE-NW,XENV,2017-1,NEUSS,NEUSS AM RHEIN
DE-NW,XENV,2021-2,NEUSS,NEUSS AM RHEIN RATHAUS
DE-NW,XENY,2017-1,REMSCHEID,TEO OTTO THEATER
DE-NW,XENZ,2017-1,REMSCHEID,DEUTSCHES RÖNTGEN-MUSEUMENTDECKER DER RÖNTGENSTRAHLEN
DE-NW,XEPA,2020-1,WUPPERTAL,WUPPERTAL
DE-NW,XEPA,2020-2,WUPPERTAL,WUPPERTAL - VOHWINKEL
DE-NW,XEPA,2021-3,WUPPERTAL-BEYENBURG,WUPPERTAL-BEYENBURG
DE-NW,XEPA,2021-4,WUPPERTAL-BARMEN,RATHAUS WUPPERTAL-BARMEN100 JAHRE JUBILÄUM 1921-2021
DE-NW,XEPA,2022-5,WUPPERTAL,WUPPERTAL - LANGERFELDER GARNBLEICHER
DE-NW,XEPB,2017-1,REMSCHEID,DEUTSCHES WERKZEUGMUSEUM
DE-NW,XEPD,2021-4,WUPPERTAL,GÜNTER PRÖPPERWUPPERTALER FUßBALL LEGENDE WIRD 80 JAHRE (08.12.2021)
DE-NW,XEPG,2017-1,REMSCHEID,RATHAUS REMSCHEID
DE-NW,XEPK,2024-1,ZONS,STADT ZONS
DE-NW,XEPT,2018-2,DORTMUND,KIZOODO
DE-NW,XEPT,2022-3,DORTMUND,KIZOODO
DE-NW,XEPW,2017-1,ALTENA,DEUTSCHES DRAHTMUSEUM - ALTENA
DE-NW,XEPX,2020-1,BOCHUM,EISENBAHNMUSEUM - BOCHUM
DE-NW,XEPX,2021-2,BOCHUM,EISENBAHNMUSEUM - BOCHUM
DE-NW,XEQB,2020-1,WUPPERTAL,FRIEDRICH ENGELS 200. GEBURTSTAG - WUPPERTAL
DE-NW,XEQB,2020-2,WUPPERTAL,FRIEDRICH ENGELS 1820 - 1895
DE-NW,XEQB,2021-3,WUPPERTAL,MARX UND ENGELSEIN GESPENST GEHT UM IN EUROPA...
DE-NW,XEQL,2020-1,MÜLHEIM AN DER RUHR,SCHLOáº BROICH - MÜLHEIM AN DER RUHR
DE-NW,XEQL,2023-2,MÜLHEIM AN DER RUHR,MÜLHEIM AN DER RUHR - WEIßE FLOTTE
DE-NW,XEQM,2020-1,HAGEN,EDUARD-MÜLLER-KREMATORIUM HAGEN
DE-NW,XEQP,2020-1,MEDEBACH,CENTER PARCS - PARK HOCHSAUERLAND
DE-NW,XEQP,2021-2,MEDEBACH,CENTER PARCS
DE-NW,XEQT,2022-1,OBERHAUSEN,LEGOLANDDISCOVERY CENTRE OBERHAUSEN
DE-NW,XEQT,2023-1,OBERHAUSEN,LEGOLANDDISCOVERY CENTRE OBERHAUSEN
DE-NW,XEQT,2023-2,OBERHAUSEN,LEGOLANDDISCOVERY CENTRE OBERHAUSEN
DE-NW,XEQT,2024-1,OBERHAUSEN,LEGOLANDDISCOVERY CENTRE OBERHAUSEN
DE-NW,XEQT,2025-1,OBERHAUSEN,LEGOLANDDISCOVERY CENTRE OBERHAUSEN
DE-NW,XEQW,2020-1,BOCHOLT,BOCHOLT [FAUTE]
DE-NW,XEQW,2021-1,BOCHOLT,BOCHOLT
DE-NW,XEQY,2025-1,LÜDENSCHEID,PHÄNOMENTA - DAS ERLEBNISMUSEUM
DE-NW,XERF,2020-1,KÖLN,HELFEN. BAUEN. OBDACH SCHENKEN.
DE-NW,XERF,2022-2,KÖLN,HELFEN. BAUEN. OBDACH SCHENKEN.
DE-NW,XERS,2021-1,SCHWELM,WASSERBURG HAUS MARTFELD - SCHWELM
DE-NW,XERS,2021-2,WUPPERTAL,HUGO ERFURT 1834 - 1922ERFINDER DER RAUHFASER
DE-NW,XERT,2021-1,LÜDINGHAUSEN,750 JAHRE BURG VISCHERING
DE-NW,XERW,2021-1,MÖNCHENGLADBACH,MÖNCHENGLADBACH
DE-NW,XERX,2023-2,ESSEN,OSTERN
DE-NW,XESA,2021-1,JÜCHEN,SCHLOSS DYCK - JÜCHEN
DE-NW,XESG,2021-1,GÜTERSLOH,DIE WEBEREI - GÜTERSLOH
DE-NW,XESV,2021-1,RECKLINHAUSEN,RECKLINGHAUSENSCHÖNSTES RATHAUS 2020 IN NRW
DE-NW,XETC,2021-1,KREFELD,BURG LINN - KREFELD
DE-NW,XETF,2021-1,--,RUHRGEBIET - DIE 11 KREISFREIEN STÄDTE
DE-NW,XETF,2021-10,HERNE,HERNE - SCHLOSS STRÜNKEDE
DE-NW,XETF,2021-2,--,RUHRGEBIET - DIE 11 KREISFREIEN STÄDTE
DE-NW,XETF,2021-4,BOTTROP,BOTTROP - TETRAEDER
DE-NW,XETF,2021-6,MÜHLHEIM AN DER RUHR,MÜHLHEIM AN DER RUHR - MUSEUM CAMERA OBSCURA
DE-NW,XETF,2021-8,HAGEN,HAGEN - WASSERSCHLOSS WERDRINGEN
DE-NW,XETF,2021-9,HAMM,HAMM - SRI KAMACHI AMPAL TEMPEL
DE-NW,XETF,2022-13,HAGEN,HAGEN - BISMARCKTURMHÖHE 24 m - EINWEIHUNG 1901
DE-NW,XETF,2022-14,HAGEN,HAGEN - EUGEN-RICHTER-TURMHÖHE 23 m - EINWEIHUNG 1911
DE-NW,XETF,2022-15,HAGEN,HAGEN - KAISER-FRIEDRICH-TURMHÖHE 17 m - EINWEIHUNG 1910
DE-NW,XETF,2023-17,ESSEN,ESSEN
DE-NW,XETF,2025-18,MOERS,100 JAHRE HANNS DIETER HÜSCH 1925 - 2025
DE-NW,XETF,2025-19,ESSEN,ESSEN
DE-NW,XETN,2021-1,VELBERT,DEUTSCHES SCHLOSS- UND BESCHLÄGEMUSEUMVELBERT
DE-NW,XETN,2023-2,VELBERT,HISTORISCHES BÜRGERHAUS LANGENBERGVELBERT
DE-NW,XETN,2024-3,VELBERT,JUBILÄUMSSCHEIN50 JAHRE VELBERT
DE-NW,XETR,2021-1,DUSSELDORF,FORTUNADüsseldorf 1995 e.V.
DE-NW,XETU,2022-1,--,SNOOPY
DE-NW,XETU,2023-1,--,SNOOPY
DE-NW,XEUC,2021-1,SOLINGEN,DAS NEUE UNIVERSUM
DE-NW,XEUZ,2022-1,SCHWERTE,SCHWERTE - ST. VIKTOR KIRCHE
DE-NW,XEVA,2022-1,BESTWIG,FORT FUN ABENTEUERLAND
DE-NW,XEWA,2022-1,DORTMUND,DEUTSCHES FUSSBALLMUSEUM DORTMUND
DE-NW,XEWA,2025-2,DORTMUND,10 JAHRE DEUTSCHES FUSSBALLMUSEUM
DE-NW,XEWC,2022-1,WERMELSKIRCHEN,150 JAHRE STADTRECHTE WERMELSKIRCHEN1873-2023
DE-NW,XEWY,2023-1,PORTA WESTFALICA,PORTA WESTFALICA - KAISER WILHELM DENKMAL
DE-NW,XEXN,2023-1,WUPPERTAL,175 JAHRE CVJM-WESTBUND
DE-NW,XEYH,2023-1,REES,REES AM NIEDERRHEIN
DE-NW,XEYJ,2023-1,ELSPE,ELSPE FESTIVAL
DE-NW,XEYU,2024-1,KLEVE,TIERGARTEN KLEVE
DE-NW,XEYY,2023-1,EUSKIRCHEN,STADT EUSKIRCHEN
DE-NW,XEZA,2024-1,KÖNIGSWINTER,DRACHENFELSBAHN KÖNIGSWINTER
DE-NW,XEZG,2024-1,SOEST,HANSESTADT SOEST624 - 2024 1400 Jahre
DE-NW,XEZK,2024-1,HERTEN,LANDSCHAFTSPARK HOHEWARD
DE-NW,XEZT,2025-3,DORTMUND,PHOENIX DES LUMIERES - DORTMUND
DE-NW,XEZV,2024-1,ENNEPETAL,KLUTERTHÖHLE - ENNEPETAL
DE-RP,XEAC,2017-1,BRAUBACH,MARKSBURG
DE-RP,XEAC,2020-2,BRAUBACH,MARKSBURGSEIT 120 JAHREN EIGENTUM DER DEUTSCHEN BURGENVEREINIGUNG E.V.
DE-RP,XEAN,2018-1,TRIER,TRIER - KARL MARX 1818 - 2018
DE-RP,XEAN,2019-2,TRIER,1850 JAHRE PORTA NIGRA TRIER - 2020
DE-RP,XEAN,2020-1,TRIER,TRIER - KARL MARX 1818 - 2018
DE-RP,XEAN,2022-1,TRIER,TRIER - KARL MARX 1818 - 2018
DE-RP,XEAN,2023-4,TRIER,TRIER - KARL MARX
DE-RP,XEAN,2024-3,TRIER,PORTA NIGRA TRIER
DE-RP,XEAN,2025-4,TRIER,TRIER - KARL MARX
DE-RP,XEAN,2025-5,TRIER,"MARC AUREL - LANDESAUSSTELLUNG 2025 - TRIER"
DE-RP,XEBK,2018-1,LANDAU IN DER PFALZ,"VAUBANFESTUNG LANDAU"
DE-RP,XEBL,2018-1,NÜRBURG,"TRUCK-GRAND-PRIX NÜRBURGRING"
DE-RP,XEBL,2019-2,NÜRBURG,"24 STUNDEN RENNEN NÜRBURGRING"
DE-RP,XEBL,2019-3,NÜRBURG,"TRUCK-GRAND-PRIX NÜRBURGRING"
DE-RP,XEBM,2021-6,SPEYER,"30 JAHRE JUBILÄUMTECHNIK MUSEUM SPEYER"
DE-RP,XEBM,2022-5,SPEYER,TECHNIK MUSEUM SPEYERWILHELMSBAU
DE-RP,XEBM,2022-7,SPEYER,TECHNIK MUSEUMSPEYER
DE-RP,XEBM,2024-8,SPEYER,TECHNIK MUSEUM SPEYERRaumfahrtausstellung
DE-RP,XECM,2018-1,NÜRBURG,AvD-OLDTIMER-GRAND-PRIX NÜRBURGRING
DE-RP,XECM,2019-2,NÜRBURG,AvD-OLDTIMER-GRAND-PRIX NÜRBURGRING
DE-RP,XECM,2020-3,NÜRBURG,AvD-OLDTIMER-GRAND-PRIX NÜRBURGRING
DE-RP,XEDF,2024-1,MAYENCE,"LANDESHAUPTSTADT MAINZMAINZER DOM"
DE-RP,XEDF,2024-2,MAYENCE,LANDESHAUPTSTADT MAINZ
DE-RP,XEDM,2018-1,LUDWIGSHAFEN,HELMUT KOHL
DE-RP,XEDM,2023-1,LUDWIGSHAFEN,HELMUT KOHL
DE-RP,XEEE,2019-1,SPEYER,SEA LIFE SPEYERWELT DER KORALLEN
DE-RP,XEEE,2022-2,SPEYER,SEA LIFE SPEYERWELT DER KORALLEN
DE-RP,XEFK,2024-1,BOPPARD,BOPPARD
DE-RP,XEFW,2019-1,PIRMASENS,DIE EROBERUNG DER LUFT
DE-RP,XEGQ,2019-1,TRABEN-TRATBACH,TRABEN-TRARBACHMOSEL-WEIN-NACHTS-MARKT
DE-RP,XEHN,2019-1,WORMS,WORMSER DOM
DE-RP,XEJY,2020-1,IRMENACH-BEUREN,100 JAHRE MUSIKVEREIN IRMENACH-BEUREN
DE-RP,XEKW,2024-1,OBERWESEL,OberweselStadt der Türme und des Weines
DE-RP,XELB,2020-2,NÜRBURG,24 STUNDEN RENNEN NÜRBURGRING
DE-RP,XELT,2021-1,COBLENCE,FESTUNG EHRENBREITSTEIN
DE-RP,XEMY,2017-1,COCHEM,REICHSBURG COCHEM
DE-RP,XEMY,2019-2,COCHEM,REICHSBURG COCHEM
DE-RP,XEMY,2022-1,COCHEM,REICHSBURG COCHEM
DE-RP,XEMY,2024-1,COCHEM,REICHSBURG COCHEM
DE-RP,XENU,2018-2,KOBLENZ,KOBLENZ - EHRENBREITSTEIN
DE-RP,XENU,2024-3,KOBLENZ,SEILBAHN KOBLENZ
DE-RP,XERB,2020-1,WORMS,WORMS - LUTHER 1521 - 2021
DE-RP,XERD,2020-3,ERNZEN,DINOSAURIERPARK TEUFELSSCHLUCHT
DE-RP,XERD,2022-5,ERNZEN,DINOSAURIERPARK TEUFELSSCHLUCHT
DE-RP,XERL,2020-1,BAD-NEUENAHR-AHRWEILER,AHRTAL
DE-RP,XERP,2021-1,GERMERSHEIM,FESTUNGSSTADT GERMERSHEIM
DE-RP,XERQ,2024-1,BERNKASTEL-KUES,BERNKASTEL - KUES
DE-RP,XETG,2021-1,COBLENCE,SCHLOSS STOLZENFELS TOR ZUM WELTERBE
