POSTAL_CODE,CODE,YEAR,CITY,TITLE
DE-RP,XETS,2025-1,BAD DÜRKHEIM,BAD DÜRKHEIM - 1.000 JAHRE LIMBURG
DE-RP,XEUE,2024-2,SPIRE,STADT SPEYER - KAISERDOM
DE-RP,XEUE,2024-3,SPIRE,DOM ZU SPEYER - WELTKULTUERERBE
DE-RP,XEZB,2024-1,LANDAU,ZOO LANDAU IN DER PFALZ
DE-SL,XEAM,2019-2,SAARLOUIS,50 JAHRE STÄDTEPARTNERSCHAFTSAARLOUIS - SAINT-NAZAIRE
DE-SL,XELX,2017-1,METTLACH-ORSCHOLZ,METTLACH AN DER SARRSCHLEIFE
DE-SL,XELX,2019-2,METTLACH-ORSCHOLZ,METTLACH AN DER SARRSCHLEIFE
DE-SL,XELX,2024-3,METTLACH-ORSCHOLZ,METTLACH AN DER SARRSCHLEIFE
DE-SN,XEAD,2022-5,DRESDEN,STRIEZELMARKT DRESDEN
DE-SN,XEAD,2024-2,DRESDEN,DRESDEN - FRAUENKIRCHE
DE-SN,XEAD,2024-7,DRESDEN,WEIßE FLOTTE SACHSEN
DE-SN,XEAD,2024-8,DRESDEN,SO KLINGT DRESDEN - DIE SEMPEROPER
DE-SN,XEAH,2023-7,LEIPZIG,ZOO LEIPZIG 2023Elefantastische Erlebnisse
DE-SN,XEAH,2024-10,LEIPZIG,ZOO LEIPZIG 2024Seit 30 Jahren Artenschutz in Vietnam
DE-SN,XEAH,2024-8,LEIPZIG,ZOO LEIPZIG 2024KOALA HAUS
DE-SN,XEAH,2024-9,LEIPZIG,ZOO LEIPZIG 2024WINZIGE GIGANTEN
DE-SN,XEAH,2025-11,LEIPZIG,ZOO LEIPZIG 2025Familienzeit in Südamerika
DE-SN,XEAH,2025-12,LEIPZIG,ZOO LEIPZIG 202525 JAHRE MASTERPLAN ZOO DER ZUKUNFT
DE-SN,XEAV,2024-3,KÖNIGSTEIN,FESTUNG KÖNIGSTEINDAS KÖNIGSTEINER RIESENWEINFASS (1725-1818)
DE-SN,XECR,2018-1,DRESDEN,ZOO DRESDEN
DE-SN,XECR,2023-2,DRESDEN,ZOO DRESDEN
DE-SN,XEED,2022-2,LEIPZIG,BELANTISDAS ABENTEUERREICH
DE-SN,XEGE,2019-1,LEIPZIG,VÖLKERSCHLACHTDENKMAL LEIPZIG
DE-SN,XEGE,2022-2,LEIPZIG,LEIPZIG HAUPTBAHNHOF
DE-SN,XEGW,2019-1,TAUCHA,TAUCHA850 JAHRE STADTRECHT - 800 JAHRE RITTERGUTSSCHLOSS
DE-SN,XEHT,2019-1,LEIPZIG,LEIPZIG - STADT DES AUFBRUCHS
DE-SN,XEJR,2024-1,ALTENBERG,ALTENBERGEIN TEIL DES WELTERBES MONTANREGION ERZGEBIRGE KRUSNOHORI
DE-SN,XEKD,2019-1,CHEMNITZ,SMACSTAATLICHES MUSEUM FÜR ARCHÄOLOGIE CHEMNITZ
DE-SN,XEKD,2023-2,CHEMNITZ,CHEMNITZ KARL-MARX-MONUMENT
DE-SN,XEKD,2025-3,CHEMNITZ,EUROPEAN CAPITAL OF CULTUREKULTURHAUPTSTADT EUROPAS Chemnitz 2025
DE-SN,XEKF,2024-1,OBERWIESENTHAL,FICHTELBERGBAHN
DE-SN,XEKT,2025-1,ALTENBERG GEISING,WILDPARK OSTERZGEBIRGE - ALTENBERG GEISING
DE-SN,XELD,2018-2,MORITZBURG,SCHLOSS MORITZBURG
DE-SN,XELD,2023-3,MORITZBURG,SCHLOSS MORITZBURGEIN MÄRCHENSCHLOSS UND SEINE SCHÄTZE
DE-SN,XELD,2024-4,MORITZBURG,SCHLOSS MORITZBURGAUGUST DER STARKE (1670-1733)
DE-SN,XELD,2024-5,MORITZBURG,SCHLOSS MORITZBURGFASANENSCHLÖSSCHEN UND LEUCHTURM
DE-SN,XELG,2024-1,KRUMBACH,HISTORISCHE QUERSEILFÄHRE
DE-SN,XELH,2019-1,BORSBORF,TANKSTELLEN-MUSEUM BORSDORF
DE-SN,XELM,2019-1,DRESDEN,FESTUNG DRESDENKURFÜRST MORITZ VON SACHSEN
DE-SN,XELM,2022-2,FROHBURG,BURG GNANDSTEIN
DE-SN,XEMJ,2017-1,KRIEBSTEIN,BURG KRIEBSTEIN
DE-SN,XEMJ,2019-2,KRIEBSTEIN,BURG KRIEBSTEIN
DE-SN,XENA,2017-1,LEISNIG,BURG MILDENSTEIN
DE-SN,XENB,2024-3,ANNABERG-BUCHHOLZ,ANNABERG-BUCHHOLZ
DE-SN,XENL,2025-1,RADEBEUL,RADEBEUL - EINE STADT ZU GENIESSEN
DE-SN,XENL,2025-2,RADEBEUL,KARL MAY & KARL MAY MUSEUMKARL MAY MUSEUM RADEBEUL DRESDEN
DE-SN,XENQ,2017-1,MEISSEN,ALBRECHTSBURG MEISSEN
DE-SN,XENQ,2018-2,MEISSEN,ALBRECHTSBURG MEISSEN
DE-SN,XENQ,2025-3,MEISSEN,STADT MEIßEN
DE-SN,XENR,2023-1,TORGAU,TORGAU SCHLOSS HARTENFELS
DE-SN,XEPM,2023-2,LEIPZIG,LEIPZIG
DE-SN,XEPQ,2017-1,DRESDEN,SCHLOSS & PARK PILLNITZ
DE-SN,XEPR,2018-1,DELITZSCH,BAROCKSCHLOSS DELITZSCH
DE-SN,XEPR,2020-1,DELITZSCH,BAROCKSCHLOSS DELITZSCH
DE-SN,XEQK,2025-1,MEISSEN,DOM ZU MEISSEN - NEUE ORGEL FÜR DEN DOM
DE-SN,XEQN,2025-1,OSCHATZ,STADT OSCHATZ
DE-SN,XEQU,2025-1,BAUTZEN,BAUTZEN-BUDYSIN
DE-SN,XEQZ,2020-1,LOHMEN,DIE BASTEI - SÄCHSISCHE SCHWEIZ
DE-SN,XEQZ,2024-1,LOHMEN,DIE BASTEI - SÄCHSISCHE SCHWEIZ
DE-SN,XEQZ,2024-2,LOHMEN,DIE BASTEI - SÄCHSISCHE SCHWEIZ
DE-SN,XERE,2024-1,GABLENZ,KROMLAU RAKOTZBRÜCKE
DE-SN,XERK,2024-2,DRESDEN,ROMANTISCHES DEUTSCHLAND250 JAHRE CASPAR DAVID FRIEDRICH
DE-SN,XERK,2025-3,DRESDEN,"GUT, DASS DU DA BIST - FÜR DICH EDITIONKAISERMANIA"
DE-SN,XETL,2022-3,REICHENBACH,325. GEBURTSTAG FRIEDERIKE CAROLINE NEUBER
DE-SN,XEUK,2022-1,PLAUEN,ST. JOHANNISKIRCHE PLAUEN
DE-SN,XEUK,2024-2,PLAUEN,FRIEDLICHE REVOLUTION7. OKTOBER 1989 PLAUEN
DE-SN,XEUN,2022-1,AUGUSTUSBURG,SCHLOSS AUGUSTUSBURG - 450 JAHRE JUBILÄUM
DE-SN,XEUR,2022-1,BORNA,BORNA - SACHSEN
DE-SN,XEUY,2025-2,DRESDEN,RUDOLF-HARBIG-STADION DRESDENEmotionen im Grossformat
DE-SN,XEVJ,2022-1,ROCHLITZ,SCHLOSS ROCHLITZ
DE-SN,XEVS,2023-1,HOHENSTEIN-ERNSTTHAL,KARL-MAY-HAUSHOHENSTEIN-ERNSTTHAL
DE-SN,XEVX,2024-2,COLDITZ,SCHLOSS COLDITZ
DE-SN,XEWD,2023-1,OELSNITZVOGTL,775 JAHRE SCHLOSS VOIGTSBERG
DE-SN,XEWD,2023-1,OELSNITZVOGTL,SCHLOSS VOIGTSBERG OELSNITZ VOGTL.
DE-SN,XEWG,2022-1,LEIPZIG,JOHANN SEBASTIAN BACH IN LEIPZIG
DE-SN,XEWG,2025-2,LEIPZIG,275. TODESTAG VON JOHANN SEBASTIAN BACH21. MÄRZ 1685 28. JULI 1750
DE-SN,XEWM,2023-1,LEIPZIG,CLARA SCHUMANN GEB. WIECK
DE-SN,XEXB,2023-1,OBERLUNGWITZ,750 JAHRE OBERLUNGWITZ - 2023
DE-SN,XEXC,2023-1,AUERBACHVOGTL,3-TÜRME-STADT AUERBACHVOGTL.
DE-SN,XEXC,2023-2,AUERBACHVOGTL,3-TÜRME-STADT AUERBACHVOGTL.
DE-SN,XEXP,2023-1,BAUTZEN,SAURIERPARKBAUTZEN - SACHSEN
DE-SN,XEXP,2025-2,BAUTZEN,SAURIERPARKBAUTZEN - SACHSEN
DE-SN,XEXQ,2023-1,MORGENRÖTHE-RAUTENKRANZ,DEUTSCHE RAUMFAHRTAUSSTELLUNG
DE-SN,XEYQ,2024-1,STOLPEN,BURG STOLPEN
DE-SN,XEYV,2024-1,MUSKAU,BAD MUSKAU WALDEISENBAHN MUSKAU
DE-SN,XEZL,2024-1,AUE-BAD SCHLEMA,BUNDESLIGA GOLF CUP
DE-ST,XEAE,2018-1,ORANIENBAUM-WÖRLITZ,WÖRLITZER PARKUNESCO WELTERBE
DE-ST,XECL,2024-3,EGELN,WASSERBURG EGELNÜBER 800 JAHRE GESCHICHTE
DE-ST,XEFS,2021-1,GERBSTEDT,MINIATURBURGENSTADT GERBSTEDT - ÜBER 40 MODELLE
DE-ST,XEGK,2019-1,NAMBURG,WELTERBE NAUMBURGER DOM
DE-ST,XEGK,2022-2,NAUMBURG,NAUMBURGER STRASSENBAHNHISTORISCHER LINIENBETRIEB
DE-ST,XEGK,2022-3,NAUMBURG,HILDEBRANDT-ORGELNAUMBURG (SAALE)
DE-ST,XEGS,2025-1,HECKLINGEN,BASILIKA ST. GEORG UND ST. PANCRATIUS ZU HECKLINGENZYKLUS DER 14 STUCKENGEL 800. Jubileum
DE-ST,XEHU,2024-1,QUEDLINBURG,WELTERBESTADT QUEDLINBURG
DE-ST,XEHX,2019-1,MERSEBURG,MERSEBURGER DOM
DE-ST,XEHX,2023-1,MERSEBURG,MERSEBURGER DOM
DE-ST,XEJA,2024-1,HALLE,HISTORISCHES STRASSENBAHNDEPOTHALLE (SAALE)
DE-ST,XEKK,2021-3,JERICHOW,125 JAHRE KLEINBAHN DES KREISES JERICHOW I
DE-ST,XEKX,2019-1,GRÄFENHAINICHEN,FERROPOLIS - STADT AUS EISEN
DE-ST,XENM,2025-1,EGELN,KLOSTERKIRCHE MARIENSTUHL VOR EGELN
DE-ST,XEPJ,2017-1,LUTHERSTADT WITTENBERG,WITTENBERG SCHLOSSKIRCHETHESENANSCHLAG 2017 - 500 JAHRE REFORMATION
DE-ST,XEPP,2020-1,ZERBST,KATHARINA II. - DIE GROSSEÐÐºÐ°ÑÐµÑÐ¸Ð½Ð° Ð
DE-ST,XEPP,2023-2,ZERBST,KATHARINA II. - DIE GROSSEÐÐºÐ°ÑÐµÑÐ¸Ð½Ð° Ð
DE-ST,XEPP,2025-3,ZERBST,SCHLOSS ZERBST - ANHALT
DE-ST,XESS,2025-1,WERNIGERODE,WERNIGERODE AM HARZ & SCHIERKE AM BROCKEN
DE-ST,XETK,2022-1,FALKENSTEINHARZ,BURG FALKENSTEIN - HARZ
DE-ST,XETK,2023-1,FALKENSTEINHARZ,BURG FALKENSTEIN - HARZ
DE-ST,XETL,2021-2,NETZSCHKAU,GÖLTZSCHTALBRÜCKEDIE ERSTE STATISCH BERECHNETE BRÜCKE DER WELT
DE-ST,XETL,2025-1,NETZSCHKAU,GÖLTZSCHTALBRÜCKEDIE GRÖßTE ZIEGELSTEIN-BRÜCKE DER WELT
DE-ST,XETW,2021-1,TANGERMÜNDE,TANGERMÜNDE - KAISERSTADT
DE-ST,XEVB,2022-1,HALLE-SUR-SAALE,ZOO HALLE - DER BERG RUFT!
DE-ST,XEVB,2024-2,HALLE-SUR-SAALE,ZOO HALLE - DER BERG RUFT!
DE-ST,XEVF,2022-1,JERICHOV,KLOSTER JERICHOV
DE-ST,XEVU,2022-1,HALBERSTADT,DOM UND DOMSCHATZ HALBERSTADT
DE-ST,XEWR,2022-1,WERNIGERODE,"BROCKENHAUS - HARZ 1141,2 M Ü. NHN"
DE-ST,XEWR,2024-2,WERNIGERODE,BROCKENGARTEN IM NATIONALPARK HARZ
DE-ST,XEWS,2022-1,SCHÖNEBECK (ELBE),SOLEPARK SCHÖNEBECKBAD SALZELMEN
DE-ST,XEXA,2023-1,OBERHARZ AM BROCKEN,BAUMANNSHÖHLE RÜBELAND
DE-ST,XEXS,2023-1,HALLE,HIMMELSSCHEIBE VON NEBRA
DE-ST,XEYM,2023-1,ZERBSTANHALT,1075 JAHRE ZERBSTANHALT (948 - 2023)
DE-ST,XEYN,2023-1,WERNIGERODE,HARZER SCHMALSPURBAHN
DE-ST,XEYN,2024-2,WERNIGERODE,HARZER SCHMALSPURBAHNEN125 Jahre Harzquer - und Brockenbahn 1899 - 2024
DE-ST,XEYN,2025-3,WERNIGERODE,HARZER SCHMALSPURBAHNEN1955-2025 70 Jahre Brockenlok Baureihe 9923-24
DE-ST,XEZS,2024-1,UMMENDORF,"BÖRDE MUSEUM - BURG UMMENDORF100 JAHRE (1924-2024) Regionalgeschichte, Landtechnik, Kreuter und Skulpturengarten"
DE-SH,NC,2017,GEESTHACHT,SPECIMEN
DE-SH,XEAR,2024-1,FLENSBURG,FLENSBURG
DE-SH,XEDU,2024-1,TIMMENDORFER STRAND,LÜBECKER BUCHT
DE-SH,XEEL,2019-1,TIMMENDORFER STRAND,SEA LIFE TIMMENDORFER STRANDBEEINDRUCKENDE VIELFALT
DE-SH,XEEL,2022-2,TIMMENDORFER STRAND,SEA LIFE TIMMENDORFER STRAND
DE-SH,XEEL,2023-3,TIMMENDORFER STRAND,SEA LIFE TIMMENDORFER STRAND
DE-SH,XEEL,2024-4,TIMMENDORFER STRAND,SEA LIFE TIMMENDORFER STRAND
DE-SH,XEGL,2019-1,HELGOLAND,LANGE ANNA HELGOLAND
DE-SH,XEGN,2019-1,LABOE,MARINE-EHRENMAL LABOETECHNISCHES MUSEUM U 995
DE-SH,XEGN,2021-2,LABOE,MARINE-EHRENMAL LABOE & TECHNISCHES MUSEUM U 995
DE-SH,XEGR,2025-1,WESTERHEVER,"WESTERHEVER - NORDSEE"
DE-SH,XEGU,2023-2,MÖLLN,EULENSPIEGELSTADT MÖLLN
DE-SH,XEHJ,2025-2,LUBECK,LÜBECK
DE-SH,XEHJ,2025-4,LUBECK,SEEBAD TRAVEMÜNDE
DE-SH,XEJD,2019-1,ST. PETER-ORDING,ST. PETER-ORDING
DE-SH,XEJD,2022-2,ST. PETER-ORDING,ST. PETER-ORDING - 54° 22' 24.1
DE-SH,XEMD,2020-1,FRIEDRICHSTADT,400 JAHRE FRIEDRICHSTADT
DE-SH,XEML,2020-1,LÜBECK,DIE LÜBECKER MUSEEN - HOLSTENTOR
DE-SH,XEMM,2018-1,KIEL,KIEL. SAILING. CITY.
DE-SH,XEMM,2018-2,KIEL,MATROSENAUFSTAND KIEL100 JAHRE DEMOKRATIE
DE-SH,XEMM,2019-3,KIEL,125. KIELER WOCHE
DE-SH,XEMM,2020-4,KIEHL,125TH ANNIVERSARY KIEL-CANAL1895-2020
DE-SH,XEMM,2023-1,KIEL,KIEL. SAILING. CITY.
DE-SH,XEMM,2023-5,KIEL,KIEL HDV
DE-SH,XEPE,2020-1,HUSUM,HUSUMER KROKUSBLÜTE
DE-SH,XEPF,2020-1,NORDHASTEDT,WILDTIERHILFE FIEL
DE-SH,XEPU,2020-1,ECKERNFÖRDE,OSTSEEBAD ECKERNFÖRDE
DE-SH,XEPU,2020-2,ECKERNFÖRDE,ECKERNFÖRDER BUCHT
DE-SH,XEPU,2022-3,GETTORF,TIERPARK GETTORF
DE-SH,XEPU,2023-4,GETTORF,SEEBRÜCKE ECKERNFÖRDEWIEDERHERSTELLUNG
DE-SH,XEPU,2025-5,GETTORF,TIERPARK GETTORF
DE-SH,XEQQ,2024-1,BÜSUM,BÜSUM AN DER NORDSEE
DE-SH,XERV,2021-1,SYLT,SYLT - NORDFRIESISCHE INSEL
DE-SH,XERY,2021-1,WESSELBUREN,WESSELBUREN ST. BARTHOLOMÄUS
DE-SH,XESL,2021-1,EUTIN,EUTINHISTORISCH. LEBENDIG.
DE-SH,XEUP,2022-1,FRIEDERICHSKOOG,SEEHUNDSTATION FRIEDERICHSKOOG
DE-SH,XEUP,2024-2,FRIEDERICHSKOOG,SEEHUNDSTATION FRIEDERICHSKOOG
DE-SH,XEUP,2025-3,FRIEDERICHSKOOG,40 JAHRE SEEHUNDSTATION FRIEDERICHSKOOG1985-2025
DE-SH,XEUS,2025-1,TIMMENDORF,Timmendorfer Strand Niendorf Ostsee
DE-SH,XEUV,2025-1,GRÖMITZ,GRÖMITZ OSTSEEBAD DER SONNENSEITE
DE-SH,XEXE,2023-1,GLÜCKSBURG,WASSERSCHLOSS GLÜCKSBURG - OSTSEE
DE-SH,XEXK,2023-1,HOOGE,HALLIG HOOGE 54°34'0''N 8°32'44''S
DE-SH,XEXT,2023-1,INSEL FEHMARN,INSEL FEHMARN - OSTSEE
DE-SH,XEXT,2024-2,INSEL FEHMARN,INSEL FEHMARN - OSTSEE
DE-SH,XEYR,2023-1,TIMMENDORF,OSTSEEBAD INSEL POEL
DE-SH,XEZH,2024-1,INSEL FÖHR,INSEL FÖHR
DE-SH,XEZJ,2024-1,TOLK,FAMILIEN-FREIZEITPARK TOLK-SCHAU
DE-SH,XEZX,2024-1,RATZEBURG,RATZEBURG
DE-TH,XECJ,2018-1,GOTHA,SCHLOSS FRIEDENSTEIN GOTHA
DE-TH,XEDA,2024-1,BAD FRANKENHAUSEN,PANORAMA MUSEUM
DE-TH,XEDH,2018-1,EISENACH,JOHANN SEBASTIAN BACH
DE-TH,XEDS,2024-1,EISENBERG,750 JAHRE EISENBERGER STADTRECHT
DE-TH,XEHB,2018-5,EISENACH,WARTBURGCARL ALEXANDER VON SACHSEN-WEIMAR-EISENACH (1818-1901)
DE-TH,XEHB,2019-6,EISENACH,WELTKULTURERBE WARTBURG
DE-TH,XEHB,2021-7,EISENACH,WARTBURG500 JAHRE LUTHERS BIBELÜBERSETZUNG 1521-1522
DE-TH,XEHB,2022-8,EISENACH,WARTBURGLEGENDÄRER SÄNGERKRIEG AUF DER WARTBURG
DE-TH,XEHB,2024-9,EISENACH,WARTBURGHEILIGE ELISABETH (1207-1231)
DE-TH,XEHM,2023-1,DREI GLEICHEN,DIE DREI GLEICHENMÜHLBURG BURG GLEICHEN WACHSENSBURG
DE-TH,XEKK,2021-1,EISFELD - SCHÖNBRUNN,SCHMALSPURIGE EINHEITSLOKOMOTIVE BR 99.22
DE-TH,XEKK,2021-2,EISFELD - SCHÖNBRUNN,SCHMALSPURIGE EINHEITSLOKOMOTIVE BR 99.22
DE-TH,XEPV,2019-2,ERFURT,ERFURT - DOM UND SEVERI-KIRCHE
DE-TH,XEPV,2022-3,ERFURT,ZITADELLE PETERSBERG - ERFURT
DE-TH,XEPV,2024-4,ERFURT,ALTE SYNAGOGE ERFURT - WELTERBE
DE-TH,XEPV,2025-5,ERFURT,ERFURT700 Jahre steinerne Krämerbrücke 2025
DE-TH,XEPV,2025-6,ERFURT,ZITADELLE PETERSBERG - ERFURT
DE-TH,XEPV,2025-7,ERFURT,ERFURT - KRÄMERBRÜCKE700 Jahre steinerne Krämerbrücke 2025
DE-TH,XETE,2025-1,MÜHLHAUSEN,BRAUHAUS ZUM LÖWENMITTELALTERLICHE REICHSSTADT MÜHLHAUSEN
DE-TH,XETP,2023-1,SEITENRODA,LEUCHTENBURG - KÖNIGIN DES SAALETALS
DE-TH,XETT,2021-1,EISENACH,ELISABETH VON THÜRINGEN 1207 - 1231
DE-TH,XEUT,2024-2,GREIZ,JUGENDSTIL IN GREIZ
DE-TH,XEVG,2022-1,EISENACH,LUTHERHAUS EISENACHEUROPÄISCHES KULTURERBE
DE-TH,XEVT,2022-1,HELDBURG,VESTE HELDBURG
DE-TH,XEXW,2023-1,ERFURT,THÜRINGER ZOOPARK ERFURT
DE-TH,XEXW,2025-2,ERFURT,VEREIN DER ZOOPARKFREUNDE IN ERFURT E.V.
DE-TH,XEXW,2025-3,ERFURT,THÜRINGER ZOOPARK ERFURT
DE-TH,XEYZ,2024-1,SAALFELD,ERLEBNISWELT SAALFELDER FEENGROTTEN
DE-TH,XEYZ,2024-2,SAALFELD,RATHAUS SAALFELD
DE-TH,XEYZ,2024-3,SAALFELD,SAALFELD - STADTTORE
DE-TH,XEZE,2024-1,APOLDA,GLOCKENSTADT APOLDA
DE-TH,XEZP,2024-1,BACHSTADT ARNSTADT,BACHSTADT ARNSTADT
DE-TH,XEZZ,2024-1,KYFFHÄUSERLAND,BARBAROSSAHÖHLENATIONALEN GEOPARK KYFFHÄUSER
LU-DI,REAB,2019-1,BUERSCHENT,CHÂTEAU DE BOURSCHEID
LU-DI,READ,2025-1,ETTELBRÜCK,40. ETTELBRECKER SAMMLERBOURSE
DK-84,DKAA,2022-1,KØBENHAVN,KØBENHAVN
DK-84,DKAB,2022-1,COPENHAGUE,TYCHO BRAHEDANISH ASTRONOMER
EE-37,DEAA,2018-1,TALLINN,TALLINN
EE-37,DEAA,2024-2,TALLINN,TALLINNTOWH HALL
EG-ALX,EGAB,2019-1,-,EGYPT - CLEOPATRA
EG-GZ,EGAA,2019-1,GIZEH,EGYPT - PYRAMIDS OF GIZA
ES-VI,VEDC,2019-1,-,DON QUIJOTE Y SANCHO PANZA
ES-A,VEBJ,2018-1,ALICANTE,PROVINCIA DE ALICANTE
ES-A,VEDX,2019-1,BENIDORM,BENIDORM
ES-A,VEGX,2024-1,ALICANTE,PLAZA DE TOROS DE ALICANTE
ES-AL,VEEQ,2021-2,TABERNAS,OASYS MINIHOLLYWOOD
ES-O2,VEBY,2019-1,COVADONGA,COVADONGA
ES-O2,VEDN,2019-1,GIJON,70° ANIVERSARIO ENRIQUE CASTRO 'QUINI'
ES-O2,VEFK,2021-1,GIJON,MINERÍA ASTURIANA
ES-O2,VEFM,2021-1,GIJON,"GIJÓN"
ES-O2,VEFR,2021-1,GIJON,ASTURIASLO MIRES POR DONDE LO MIRES
ES-O2,VEFS,2021-1,ARRIONDAS,DESCENSO INTERNACIONAL DEL SELLAARRIONDAS-RIBADESELLA
ES-O2,VEFT,2021-1,GIJON,PERSONAJES ILUSTRES DE ASTURIAS
ES-O2,VEFU,2021-1,OVIEDO,"OVIEDO, ORIGEN DEL CAMINO"
ES-AV,VEEX,2021-1,ÁVILA,ÁVILA CIUDAD AMURALLADA
ES-AV,VEEX,2022-2,ÁVILA,ÁVILA CIUDAD AMURALLADA
ES-AV,VEEX,2024-3,ÁVILA,ÁVILA CIUDAD AMURALLADA
ES-B,VEAC,2018-1,GUARDIOLA DE BERGUEDA,MONESTIR DE SANT LLORENÇGUARDIOLA DE BERGUEDA
ES-B,VEAH,2023-2,BARCELONA,SPOTIFY CAMP NOU
ES-B,VEAH,2024-2,BARCELONA,SPOTIFY CAMP NOU
ES-B,VEAH,2025-2,BARCELONA,SPOTIFY CAMP NOU
ES-B,VEBT,2020-2,BARCELONA,SAGRADA FAMILIA
ES-B,VEBT,2023-4,BARCELONA,SAGRADA FAMILIA - BARCELONA
ES-B,VEBT,2024-6,BARCELONA,SAGRADA FAMILIA - BARCELONA
ES-B,VEBT,2025-6,BARCELONA,SAGRADA FAMILIA - BARCELONA
ES-B,VEDH,2019-1,TORRELLES DE LLOBREGAT,CATALUNYA EN MINIATURA
ES-B,VEED,2020-1,BARCELONA,BARCELONA
ES-B,VEGU,2024-1,CERDANYOLA DEL VALLES,MGAMGA INDUSTRIAL
ES-B,VEHK,2025-1,BARCELONA,BARCELONA - PARC GÜELL
ES-B,VEHK,2025-2,BARCELONA,BARCELONA - SKYLINE
ES-B,VEHK,2025-3,BARCELONA,"BARCELONA - SAGRADA FAMILIA"
ES-CA,VEBQ,2018-1,SETENIL DE LAS BODEGAS,"SETENIL DE LAS BODEGAS"
ES-CA,VEBQ,2025-2,SETENIL DE LAS BODEGAS,SETENIL DE LAS BODEGAS
ES-CS,VEAK,2021-3,BURGOS,VIII CENTENARIO DE LA CATEDRAL. BURGOS 2021
ES-CS,VEAK,2023-3,BURGOS,CATEDRAL DE BURGOSSANTISIMO CRISTO DE BURGOS
ES-CS,VEBC,2018-1,VALLADOLID,PLAZA MAYOR VALLADOLID
ES-CS,VECG,2019-1,ZAMORA,ZAMORA CUIDAD DEL ROMANICO
ES-CS,VEDG,2019-1,BURGOS,BURGOS CUIDAD CON HISTORIA
ES-GI,VEHE,2024-1,ROSES,ROSES
ES-GI,VEHE,2024-2,EMPURIABRAVA,EMPURIABRAVA
ES-GR,VECP,2019-1,GRANADA,LA ALHAMBRA
ES-GR,VEDD,2019-1,GRANADA,CATEDRAL DE GRANADA
ES-GR,VEDE,2019-1,GRANADA,PATIO DE LOS LEONES
ES-GR,VEDE,2024-1,GRANADA,PATIO DE LOS LEONES
ES-GU,VECD,2019-1,SIGUENZA,SIGUENZA CIUDAD DEL DONCEL
ES-SS,VECN,2019-1,SAN SEBASTIÁN,DONOSTIA - SAN SEBASTIÁN
ES-HU,VEDQ,2021-1,LOARRE,CASTILLO DE LOARRE
ES-PM,VEEP,2020-1,IBIZA,ES VEDRÁ IBIZA
ES-PM,VEFJ,2023-1,PALMA DE MALLORCA,MALLORCA
ES-PM,VEGP,2024-1,PORTO CHRISTO,CUEVAS DEL DRACH - MALLORCA
ES-PM,VEGR,2023-1,PALMA DE MALLORCA,PALMA AQUARIUM - MALLORCA
ES-PM,VENL,2017-1,IBIZA,IBIZA
ES-PM,VENM,2017-1,PALMA,PALMA DE MALLORCA
ES-C,UEPL,2022-5,LA COROGNE,TORRE DE HERCULES
ES-C,VEBZ,2019-1,SANTIAGO DE COMPOSTELA,CAMINO DE SANTIAGO
ES-C,VEBZ,2019-2,SANTIAGO DE COMPOSTELA,CAMINO DE SANTIAGOBURGOS
ES-C,VEBZ,2022-1,SANTIAGO DE COMPOSTELA,CAMINO DE SANTIAGO
ES-C,VEEK,2020-1,TEXEIDO,SAN ANDRES DE TEIXIDO
ES-C,VEEU,2023-1,SAINT-JACQUES DE COMPOSTELLE,CATEDRAL DE SANTIAGO DE COMPOSTELA
ES-C,VEGN,2023-1,SANTIAGO DE COMPOSTELA,PEREGRINO CAMINO DE SANTIAGO
ES-C,VEGN,2024-1,SANTIAGO DE COMPOSTELA,PEREGRINO CAMINO DE SANTIAGO
ES-C,VEGN,2024-2,SANTIAGO DE COMPOSTELA,PEREGRINO CAMINO DE SANTIAGO
ES-LE,VEBK,2023-4B,ASTORGA,PALACIO GAUDÍ ASTORGA
ES-M5,VEAB,2017-1,MADRID,PLAZA DE TOROS DE LAS VENTASMADRID
ES-M5,VEAB,2018-1,MADRID,PLAZA DE TOROS DE LAS VENTASMADRID
ES-M5,VEAB,2019-2,MADRID,PLAZA DE TOROS DE LAS VENTASMADRID
ES-M5,VEAB,2023-1,MADRID,PLAZA DE TOROS DE LAS VENTASMADRID
ES-M5,VEAB,2024-1,MADRID,PLAZA DE TOROS DE LAS VENTASMADRID
ES-M5,VEAE,2018-1,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2018-3,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2019-2,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2020-4,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2022-3,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2022-5,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2022-6,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2023-6,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2024-7,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2024-8,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAE,2024-9,MADRID,ZOO AQUARIUM DE MADRID
ES-M5,VEAG,2018-1,MADRID,PARQUE WARNERMADRID
ES-M5,VEAG,2018-2,MADRID,PARQUE WARNERMADRID
